gene_id	gene_type	gene_name
ENSMUSG00000112429	lncRNA	Gm47093
ENSMUSG00000025355	protein_coding	Mmp19
ENSMUSG00000047090	protein_coding	Tmem198b
ENSMUSG00000025354	protein_coding	Dnajc14
ENSMUSG00000078427	protein_coding	Sarnp
ENSMUSG00000025353	protein_coding	Ormdl2
ENSMUSG00000025352	protein_coding	Gdf11
ENSMUSG00000025351	protein_coding	Cd63
ENSMUSG00000025350	protein_coding	Rdh5
ENSMUSG00000090247	protein_coding	Bloc1s1
ENSMUSG00000025348	protein_coding	Itga7
ENSMUSG00000025347	protein_coding	Mettl7b
ENSMUSG00000097691	lncRNA	9030616G12Rik
ENSMUSG00000069430	protein_coding	Olfr9
ENSMUSG00000063374	protein_coding	Olfr763
ENSMUSG00000107648	protein_coding	Olfr764-ps1
ENSMUSG00000056853	protein_coding	Olfr765
ENSMUSG00000107748	protein_coding	Olfr766-ps1
ENSMUSG00000059762	protein_coding	Olfr767
ENSMUSG00000050198	protein_coding	Olfr768
ENSMUSG00000042801	protein_coding	Olfr769
ENSMUSG00000047868	protein_coding	Olfr770
ENSMUSG00000061367	protein_coding	Olfr771
ENSMUSG00000107662	protein_coding	Olfr772
ENSMUSG00000096000	protein_coding	Olfr773
ENSMUSG00000096229	protein_coding	Olfr774
ENSMUSG00000096220	protein_coding	Olfr775
ENSMUSG00000095483	protein_coding	Olfr776
ENSMUSG00000062914	protein_coding	Olfr777
ENSMUSG00000049573	protein_coding	Olfr780
ENSMUSG00000095138	protein_coding	Olfr781
ENSMUSG00000095075	protein_coding	Olfr782
ENSMUSG00000094347	protein_coding	Olfr784
ENSMUSG00000111732	protein_coding	Olfr785
ENSMUSG00000095696	protein_coding	Olfr786
ENSMUSG00000096497	protein_coding	Olfr787
ENSMUSG00000049217	protein_coding	Olfr788
ENSMUSG00000111273	protein_coding	Olfr789
ENSMUSG00000044025	protein_coding	Olfr790
ENSMUSG00000047626	protein_coding	Olfr791
ENSMUSG00000094496	protein_coding	Olfr792
ENSMUSG00000044293	protein_coding	Olfr794
ENSMUSG00000052012	protein_coding	Olfr796
ENSMUSG00000095002	protein_coding	Olfr798
ENSMUSG00000094734	protein_coding	Olfr799
ENSMUSG00000108114	protein_coding	Olfr800
ENSMUSG00000058513	protein_coding	Olfr801
ENSMUSG00000093866	protein_coding	Olfr802
ENSMUSG00000046041	protein_coding	Olfr803
ENSMUSG00000095401	protein_coding	Olfr804
ENSMUSG00000096858	protein_coding	Olfr805
ENSMUSG00000071065	protein_coding	Olfr806
ENSMUSG00000050478	protein_coding	Olfr807
ENSMUSG00000049894	protein_coding	Olfr808
ENSMUSG00000050251	protein_coding	Olfr809
ENSMUSG00000069421	protein_coding	Olfr810
ENSMUSG00000063173	protein_coding	Olfr811
ENSMUSG00000049052	protein_coding	Olfr812
ENSMUSG00000052818	protein_coding	Olfr813
ENSMUSG00000059134	protein_coding	Olfr814
ENSMUSG00000061961	protein_coding	Olfr815
ENSMUSG00000063715	protein_coding	Olfr816
ENSMUSG00000058071	protein_coding	Olfr818
ENSMUSG00000094295	protein_coding	Olfr819
ENSMUSG00000095608	protein_coding	Olfr247
ENSMUSG00000094632	protein_coding	Gm10310
ENSMUSG00000048745	protein_coding	Olfr820
ENSMUSG00000044897	protein_coding	Olfr821
ENSMUSG00000058251	protein_coding	Olfr822
ENSMUSG00000096747	protein_coding	Olfr823
ENSMUSG00000095804	protein_coding	Olfr824
ENSMUSG00000058084	protein_coding	Olfr825
ENSMUSG00000059862	protein_coding	Olfr826
ENSMUSG00000045559	protein_coding	Olfr827
ENSMUSG00000048015	protein_coding	Neurod4
ENSMUSG00000034833	protein_coding	Tespa1
ENSMUSG00000070601	protein_coding	Vmn2r84
ENSMUSG00000092048	protein_coding	Vmn2r85
ENSMUSG00000092162	protein_coding	Vmn2r86
ENSMUSG00000091511	protein_coding	Vmn2r87
ENSMUSG00000112742	lncRNA	Gm31793
ENSMUSG00000023764	protein_coding	Sfi1
ENSMUSG00000087111	lncRNA	Gm11399
ENSMUSG00000020457	protein_coding	Drg1
ENSMUSG00000086049	lncRNA	Gm12735
ENSMUSG00000020454	protein_coding	Eif4enif1
ENSMUSG00000020453	protein_coding	Patz1
ENSMUSG00000053263	lncRNA	Gm12592
ENSMUSG00000084941	lncRNA	Gm11944
ENSMUSG00000034614	protein_coding	Pik3ip1
ENSMUSG00000020451	protein_coding	Limk2
ENSMUSG00000087055	lncRNA	Gm11948
ENSMUSG00000020448	protein_coding	Rnf185
ENSMUSG00000034587	lncRNA	8430429K09Rik
ENSMUSG00000034579	protein_coding	Pla2g3
ENSMUSG00000034570	protein_coding	Inpp5j
ENSMUSG00000075702	protein_coding	Selenom
ENSMUSG00000020439	protein_coding	Smtn
ENSMUSG00000087291	lncRNA	Gm11946
ENSMUSG00000084962	lncRNA	Gm11947
ENSMUSG00000056579	lncRNA	Tug1
ENSMUSG00000034543	protein_coding	Morc2a
ENSMUSG00000020435	protein_coding	Osbp2
ENSMUSG00000020434	protein_coding	4921536K21Rik
ENSMUSG00000047205	protein_coding	Dusp18
ENSMUSG00000048807	protein_coding	Slc35e4
ENSMUSG00000020432	protein_coding	Tcn2
ENSMUSG00000034493	protein_coding	4930556J24Rik
ENSMUSG00000020430	protein_coding	Pes1
ENSMUSG00000049721	protein_coding	Gal3st1
ENSMUSG00000019368	protein_coding	Sec14l4
ENSMUSG00000054986	protein_coding	Sec14l3
ENSMUSG00000004748	protein_coding	Mtfp1
ENSMUSG00000003585	protein_coding	Sec14l2
ENSMUSG00000003581	protein_coding	Rnf215
ENSMUSG00000051427	protein_coding	Ccdc157
ENSMUSG00000002129	protein_coding	Sf3a1
ENSMUSG00000034412	protein_coding	Tbc1d10a
ENSMUSG00000020424	protein_coding	Castor1
ENSMUSG00000058755	protein_coding	Osm
ENSMUSG00000034394	protein_coding	Lif
ENSMUSG00000085559	lncRNA	Gm11959
ENSMUSG00000085512	lncRNA	Gm11958
ENSMUSG00000020419	protein_coding	Hormad2
ENSMUSG00000034354	protein_coding	Mtmr3
ENSMUSG00000079010	protein_coding	Gm11032
ENSMUSG00000056288	lncRNA	Gm11961
ENSMUSG00000020412	protein_coding	Ascc2
ENSMUSG00000059534	protein_coding	Uqcr10
ENSMUSG00000009076	protein_coding	Zmat5
ENSMUSG00000009075	protein_coding	Cabp7
ENSMUSG00000009073	protein_coding	Nf2
ENSMUSG00000034285	protein_coding	Nipsnap1
ENSMUSG00000034274	protein_coding	Thoc5
ENSMUSG00000020396	protein_coding	Nefh
ENSMUSG00000009090	protein_coding	Ap1b1
ENSMUSG00000034201	protein_coding	Gas2l1
ENSMUSG00000034209	protein_coding	Rasl10a
ENSMUSG00000009079	protein_coding	Ewsr1
ENSMUSG00000034175	protein_coding	Rhbdd3
ENSMUSG00000034164	protein_coding	Emid1
ENSMUSG00000020393	protein_coding	Kremen1
ENSMUSG00000041961	protein_coding	Znrf3
ENSMUSG00000085189	lncRNA	Gm11963
ENSMUSG00000020484	protein_coding	Xbp1
ENSMUSG00000020482	protein_coding	Ccdc117
ENSMUSG00000020481	protein_coding	Ankrd36
ENSMUSG00000020477	protein_coding	Mrps24
ENSMUSG00000049680	protein_coding	Urgcp
ENSMUSG00000020476	protein_coding	Dbnl
ENSMUSG00000020475	protein_coding	Pgam2
ENSMUSG00000020474	protein_coding	Polm
ENSMUSG00000020473	protein_coding	Aebp1
ENSMUSG00000020471	protein_coding	Pold2
ENSMUSG00000020469	protein_coding	Myl7
ENSMUSG00000041798	protein_coding	Gck
ENSMUSG00000084819	lncRNA	Gm11967
ENSMUSG00000002741	protein_coding	Ykt6
ENSMUSG00000057897	protein_coding	Camk2b
ENSMUSG00000053838	protein_coding	Nudcd3
ENSMUSG00000096923	protein_coding	A730071L15Rik
ENSMUSG00000020447	protein_coding	Npc1l1
ENSMUSG00000004393	protein_coding	Ddx56
ENSMUSG00000004394	protein_coding	Tmed4
ENSMUSG00000020456	protein_coding	Ogdh
ENSMUSG00000041164	protein_coding	Zmiz2
ENSMUSG00000071866	protein_coding	Ppia
ENSMUSG00000041126	protein_coding	H2afv
ENSMUSG00000094483	protein_coding	Purb
ENSMUSG00000086839	lncRNA	Gm11973
ENSMUSG00000020437	protein_coding	Myo1g
ENSMUSG00000085156	lncRNA	Snhg15
ENSMUSG00000000378	protein_coding	Ccm2
ENSMUSG00000041073	protein_coding	Nacad
ENSMUSG00000000384	protein_coding	Tbrg4
ENSMUSG00000000381	protein_coding	Wap
ENSMUSG00000041046	protein_coding	Ramp3
ENSMUSG00000086808	lncRNA	Gm11981
ENSMUSG00000099102	protein_coding	Gm11983
ENSMUSG00000020431	protein_coding	Adcy1
ENSMUSG00000087512	protein_coding	Cccd201
ENSMUSG00000020429	protein_coding	Igfbp1
ENSMUSG00000020427	protein_coding	Igfbp3
ENSMUSG00000087637	lncRNA	Gm11986
ENSMUSG00000020422	protein_coding	Tns3
ENSMUSG00000046634	protein_coding	Pkd1l1
ENSMUSG00000020413	protein_coding	Hus1
ENSMUSG00000040985	protein_coding	Sun3
ENSMUSG00000040978	protein_coding	Gm11992
ENSMUSG00000020407	protein_coding	Upp1
ENSMUSG00000004668	protein_coding	Abca13
ENSMUSG00000050830	protein_coding	Vwc2
ENSMUSG00000020193	protein_coding	Zpbp
ENSMUSG00000020191	protein_coding	Spata48
ENSMUSG00000087452	lncRNA	Gm11998
ENSMUSG00000062511	protein_coding	4930512M02Rik
ENSMUSG00000085652	lncRNA	Gm11999
ENSMUSG00000018654	protein_coding	Ikzf1
ENSMUSG00000073145	lncRNA	Gm12000
ENSMUSG00000035455	protein_coding	Fignl1
ENSMUSG00000020182	protein_coding	Ddc
ENSMUSG00000086391	lncRNA	1700042O10Rik
ENSMUSG00000020176	protein_coding	Grb10
ENSMUSG00000020173	protein_coding	Cobl
ENSMUSG00000086584	lncRNA	Gm12002
ENSMUSG00000085452	lncRNA	4930554G24Rik
ENSMUSG00000085561	lncRNA	1700046C09Rik
ENSMUSG00000084135	protein_coding	Pom121l12
ENSMUSG00000048834	protein_coding	Vstm2a
ENSMUSG00000078974	protein_coding	Sec61g
ENSMUSG00000020122	protein_coding	Egfr
ENSMUSG00000085091	lncRNA	Egfros
ENSMUSG00000087060	lncRNA	Eldr
ENSMUSG00000044966	protein_coding	Fbxo48
ENSMUSG00000020120	protein_coding	Plek
ENSMUSG00000044629	protein_coding	Cnrip1
ENSMUSG00000033953	protein_coding	Ppp3r1
ENSMUSG00000078970	protein_coding	Wdr92
ENSMUSG00000020116	protein_coding	Pno1
ENSMUSG00000000581	protein_coding	C1d
ENSMUSG00000016984	protein_coding	Etaa1
ENSMUSG00000086468	lncRNA	Etaa1os
ENSMUSG00000085453	lncRNA	Gm12018
ENSMUSG00000085675	lncRNA	Gm12022
ENSMUSG00000085806	lncRNA	Gm12023
ENSMUSG00000099449	lncRNA	Gm28401
ENSMUSG00000085743	lncRNA	8430419K02Rik
ENSMUSG00000020160	protein_coding	Meis1
ENSMUSG00000084085	lncRNA	Gm16140
ENSMUSG00000087507	lncRNA	Gm16141
ENSMUSG00000086025	lncRNA	4933406G16Rik
ENSMUSG00000086911	lncRNA	Gm12027
ENSMUSG00000045671	protein_coding	Spred2
ENSMUSG00000020152	protein_coding	Actr2
ENSMUSG00000085035	lncRNA	Gm12031
ENSMUSG00000020149	protein_coding	Rab1a
ENSMUSG00000044066	protein_coding	Cep68
ENSMUSG00000020142	protein_coding	Slc1a4
ENSMUSG00000049800	protein_coding	Sertad2
ENSMUSG00000049659	protein_coding	Aftph
ENSMUSG00000042363	protein_coding	Lgalsl
ENSMUSG00000086749	lncRNA	Gm12037
ENSMUSG00000020134	protein_coding	Peli1
ENSMUSG00000020128	protein_coding	Vps54
ENSMUSG00000001891	protein_coding	Ugp2
ENSMUSG00000087253	lncRNA	Gm12043
ENSMUSG00000078962	lncRNA	4932414J04Rik
ENSMUSG00000020321	protein_coding	Mdh1
ENSMUSG00000020319	protein_coding	Wdpcp
ENSMUSG00000005917	protein_coding	Otx1
ENSMUSG00000042302	protein_coding	Ehbp1
ENSMUSG00000085856	lncRNA	Gm12050
ENSMUSG00000085021	lncRNA	Gm12051
ENSMUSG00000049904	protein_coding	Tmem17
ENSMUSG00000086256	lncRNA	Gm12052
ENSMUSG00000085979	lncRNA	Gm12055
ENSMUSG00000085803	lncRNA	Gm12056
ENSMUSG00000051650	protein_coding	B3gnt2
ENSMUSG00000092455	lncRNA	Gm20456
ENSMUSG00000092626	lncRNA	9130230N09Rik
ENSMUSG00000051355	protein_coding	Commd1
ENSMUSG00000044068	protein_coding	Zrsr1
ENSMUSG00000007739	protein_coding	Cct4
ENSMUSG00000049811	protein_coding	Fam161a
ENSMUSG00000085665	lncRNA	Gm12059
ENSMUSG00000086366	lncRNA	1700061J23Rik
ENSMUSG00000020290	protein_coding	Xpo1
ENSMUSG00000056342	protein_coding	Usp34
ENSMUSG00000020288	protein_coding	Ahsa2
ENSMUSG00000086459	lncRNA	1700030C12Rik
ENSMUSG00000020286	protein_coding	1700093K21Rik
ENSMUSG00000085415	lncRNA	Selenok-ps1
ENSMUSG00000042208	protein_coding	0610010F05Rik
ENSMUSG00000020283	protein_coding	Pex13
ENSMUSG00000020280	protein_coding	Pus10
ENSMUSG00000020275	protein_coding	Rel
ENSMUSG00000020273	protein_coding	Papolg
ENSMUSG00000084769	lncRNA	Gm12061
ENSMUSG00000055010	protein_coding	A830031A19Rik
ENSMUSG00000085167	lncRNA	Gm12063
ENSMUSG00000000861	protein_coding	Bcl11a
ENSMUSG00000086612	lncRNA	Gm12064
ENSMUSG00000085516	lncRNA	4930538E20Rik
ENSMUSG00000086117	lncRNA	Gm12065
ENSMUSG00000085579	lncRNA	Gm12066
ENSMUSG00000087085	lncRNA	Gm12068
ENSMUSG00000086892	lncRNA	4933430M04Rik
ENSMUSG00000073103	lncRNA	Gm10466
ENSMUSG00000087145	lncRNA	Gm12665
ENSMUSG00000033015	lncRNA	4933427E13Rik
ENSMUSG00000086439	lncRNA	Gm12069
ENSMUSG00000032985	protein_coding	5730522E02Rik
ENSMUSG00000004018	protein_coding	Fancl
ENSMUSG00000064090	protein_coding	Vrk2
ENSMUSG00000084905	lncRNA	Gm12081
ENSMUSG00000032878	protein_coding	Ccdc85a
ENSMUSG00000084966	lncRNA	2810471M01Rik
ENSMUSG00000085510	lncRNA	Gm12082
ENSMUSG00000020467	protein_coding	Efemp1
ENSMUSG00000020464	protein_coding	Pnpt1
ENSMUSG00000086725	lncRNA	A630052C17Rik
ENSMUSG00000020463	protein_coding	Ppp4r3b
ENSMUSG00000020462	protein_coding	Cfap36
ENSMUSG00000032740	protein_coding	Ccdc88a
ENSMUSG00000032673	protein_coding	Prorsd1
ENSMUSG00000085165	lncRNA	Gm12089
ENSMUSG00000020459	protein_coding	Mtif2
ENSMUSG00000020460	protein_coding	Rps27a
ENSMUSG00000020461	protein_coding	Clhc1
ENSMUSG00000086707	lncRNA	Gm12088
ENSMUSG00000084850	lncRNA	Gm12092
ENSMUSG00000020458	protein_coding	Rtn4
ENSMUSG00000044072	protein_coding	Eml6
ENSMUSG00000078157	protein_coding	4931440F15Rik
ENSMUSG00000020315	protein_coding	Sptbn1
ENSMUSG00000101872	lncRNA	Gm29237
ENSMUSG00000073073	lncRNA	Gm8098
ENSMUSG00000040919	protein_coding	4930505A04Rik
ENSMUSG00000060923	protein_coding	Acyp2
ENSMUSG00000087474	lncRNA	Gm12100
ENSMUSG00000040850	protein_coding	Psme4
ENSMUSG00000043999	protein_coding	Gpr75
ENSMUSG00000020305	protein_coding	Asb3
ENSMUSG00000020311	protein_coding	Erlec1
ENSMUSG00000020309	protein_coding	Chac2
ENSMUSG00000091195	protein_coding	Gm17332
ENSMUSG00000020303	protein_coding	Stc2
ENSMUSG00000044502	protein_coding	Bod1
ENSMUSG00000085772	lncRNA	D630024D03Rik
ENSMUSG00000086335	lncRNA	Gm12107
ENSMUSG00000020300	protein_coding	Cpeb4
ENSMUSG00000020299	protein_coding	4930524B15Rik
ENSMUSG00000020297	protein_coding	Nsg2
ENSMUSG00000086386	lncRNA	Gm12108
ENSMUSG00000020279	protein_coding	Il9r
ENSMUSG00000040767	protein_coding	Snrnp25
ENSMUSG00000020282	protein_coding	Rhbdf1
ENSMUSG00000020289	protein_coding	Nprl3
ENSMUSG00000020287	protein_coding	Mpg
ENSMUSG00000055609	protein_coding	Hba-x
ENSMUSG00000069919	protein_coding	Hba-a1
ENSMUSG00000073063	protein_coding	Hbq1b
ENSMUSG00000069917	protein_coding	Hba-a2
ENSMUSG00000020295	protein_coding	Hbq1a
ENSMUSG00000040711	protein_coding	Sh3pxd2b
ENSMUSG00000044949	protein_coding	Ubtd2
ENSMUSG00000044056	protein_coding	Efcab9
ENSMUSG00000020272	protein_coding	Stk10
ENSMUSG00000020271	protein_coding	Fbxw11
ENSMUSG00000085676	lncRNA	4930555O08Rik
ENSMUSG00000020270	protein_coding	Smim23
ENSMUSG00000085402	lncRNA	Gm12111
ENSMUSG00000087318	lncRNA	Gm12114
ENSMUSG00000057967	protein_coding	Fgf18
ENSMUSG00000057113	protein_coding	Npm1
ENSMUSG00000040610	protein_coding	Tlx3
ENSMUSG00000087501	lncRNA	Gm12116
ENSMUSG00000040594	protein_coding	Ranbp17
ENSMUSG00000098456	protein_coding	Gm12117
ENSMUSG00000020159	protein_coding	Gabrp
ENSMUSG00000073052	lncRNA	D130052B06Rik
ENSMUSG00000053519	protein_coding	Kcnip1
ENSMUSG00000085240	lncRNA	Gm12119
ENSMUSG00000087328	lncRNA	Gm12120
ENSMUSG00000020155	protein_coding	Kcnmb1
ENSMUSG00000085684	protein_coding	4930469K13Rik
ENSMUSG00000002699	protein_coding	Lcp2
ENSMUSG00000086243	lncRNA	Gm12121
ENSMUSG00000047861	protein_coding	Foxi1
ENSMUSG00000020143	protein_coding	Dock2
ENSMUSG00000087122	lncRNA	4930403D09Rik
ENSMUSG00000069911	protein_coding	Insyn2b
ENSMUSG00000069910	protein_coding	Spdl1
ENSMUSG00000085090	lncRNA	Gm12711
ENSMUSG00000056427	protein_coding	Slit3
ENSMUSG00000086311	lncRNA	Gm12122
ENSMUSG00000018846	protein_coding	Pank3
ENSMUSG00000051062	protein_coding	Fbll1
ENSMUSG00000018848	protein_coding	Rars
ENSMUSG00000018849	protein_coding	Wwc1
ENSMUSG00000049336	protein_coding	Tenm2
ENSMUSG00000087245	lncRNA	Gm12126
ENSMUSG00000086375	lncRNA	Gm12127
ENSMUSG00000087388	lncRNA	Gm12128
ENSMUSG00000087296	lncRNA	Gm12130
ENSMUSG00000085301	lncRNA	Gm12132
ENSMUSG00000085588	lncRNA	3110004A20Rik
ENSMUSG00000042032	protein_coding	Mat2b
ENSMUSG00000020330	protein_coding	Hmmr
ENSMUSG00000020328	protein_coding	Nudcd2
ENSMUSG00000020326	protein_coding	Ccng1
ENSMUSG00000086475	lncRNA	Platr13
ENSMUSG00000087306	lncRNA	A230004M16Rik
ENSMUSG00000020436	protein_coding	Gabrg2
ENSMUSG00000010803	protein_coding	Gabra1
ENSMUSG00000020428	protein_coding	Gabra6
ENSMUSG00000007653	protein_coding	Gabrb2
ENSMUSG00000085951	lncRNA	Gm12145
ENSMUSG00000055415	protein_coding	Atp10b
ENSMUSG00000085533	lncRNA	Gm12146
ENSMUSG00000086170	lncRNA	Gm12144
ENSMUSG00000086791	lncRNA	Gm12147
ENSMUSG00000084889	lncRNA	Gm12148
ENSMUSG00000020415	protein_coding	Pttg1
ENSMUSG00000020409	protein_coding	Slu7
ENSMUSG00000046491	protein_coding	C1qtnf2
ENSMUSG00000044707	protein_coding	Ccnjl
ENSMUSG00000085239	lncRNA	Gm12150
ENSMUSG00000045877	lncRNA	4933415A04Rik
ENSMUSG00000020405	protein_coding	Fabp6
ENSMUSG00000044950	protein_coding	Pwwp2a
ENSMUSG00000041278	protein_coding	Ttc1
ENSMUSG00000050541	protein_coding	Adra1b
ENSMUSG00000087172	lncRNA	Gm12153
ENSMUSG00000086738	lncRNA	Gm12154
ENSMUSG00000004296	protein_coding	Il12b
ENSMUSG00000041231	protein_coding	Ublcp1
ENSMUSG00000019189	protein_coding	Rnf145
ENSMUSG00000086501	lncRNA	4930597A21Rik
ENSMUSG00000057098	protein_coding	Ebf1
ENSMUSG00000085784	lncRNA	Gm12158
ENSMUSG00000084773	lncRNA	Gm12159
ENSMUSG00000087089	lncRNA	Gm12160
ENSMUSG00000085476	lncRNA	Gm12162
ENSMUSG00000086686	lncRNA	F630206G17Rik
ENSMUSG00000006169	protein_coding	Clint1
ENSMUSG00000044847	protein_coding	Lsm11
ENSMUSG00000011254	protein_coding	Thg1l
ENSMUSG00000040489	protein_coding	Sox30
ENSMUSG00000069899	protein_coding	Gm12166
ENSMUSG00000011256	protein_coding	Adam19
ENSMUSG00000086998	lncRNA	Gm16033
ENSMUSG00000087607	lncRNA	Gm16034
ENSMUSG00000020411	protein_coding	Nipal4
ENSMUSG00000020340	protein_coding	Cyfip2
ENSMUSG00000048721	protein_coding	Fndc9
ENSMUSG00000020395	protein_coding	Itk
ENSMUSG00000085853	lncRNA	Gm12167
ENSMUSG00000020401	protein_coding	Fam71b
ENSMUSG00000020397	protein_coding	Med7
ENSMUSG00000020399	protein_coding	Havcr2
ENSMUSG00000078924	protein_coding	Gm12169
ENSMUSG00000086981	lncRNA	Gm12171
ENSMUSG00000046974	protein_coding	BC053393
ENSMUSG00000064010	protein_coding	Dppa1
ENSMUSG00000086909	lncRNA	Gm4926
ENSMUSG00000040413	protein_coding	Timd2
ENSMUSG00000040405	protein_coding	Havcr1
ENSMUSG00000055546	protein_coding	Timd4
ENSMUSG00000020354	protein_coding	Sgcd
ENSMUSG00000020372	protein_coding	Rack1
ENSMUSG00000040365	protein_coding	Trim41
ENSMUSG00000078154	protein_coding	Gm12184
ENSMUSG00000040350	protein_coding	Trim7
ENSMUSG00000086245	lncRNA	Gm16170
ENSMUSG00000046879	protein_coding	Irgm1
ENSMUSG00000058163	protein_coding	Gm5431
ENSMUSG00000048852	protein_coding	Gm12185
ENSMUSG00000078153	protein_coding	Psme2b
ENSMUSG00000069893	protein_coding	9930111J21Rik1
ENSMUSG00000040328	protein_coding	Olfr56
ENSMUSG00000078922	protein_coding	Tgtp1
ENSMUSG00000069892	protein_coding	9930111J21Rik2
ENSMUSG00000078921	protein_coding	Tgtp2
ENSMUSG00000078920	protein_coding	Ifi47
ENSMUSG00000047511	protein_coding	Olfr1396
ENSMUSG00000050763	protein_coding	Olfr1395
ENSMUSG00000048378	protein_coding	Olfr1394
ENSMUSG00000040283	protein_coding	Btnl9
ENSMUSG00000046311	protein_coding	Zfp62
ENSMUSG00000020346	protein_coding	Mgat1
ENSMUSG00000059864	protein_coding	Olfr1393
ENSMUSG00000101750	protein_coding	Olfr1392
ENSMUSG00000100923	protein_coding	Olfr10
ENSMUSG00000101874	protein_coding	Olfr1391
ENSMUSG00000045421	protein_coding	Olfr1390
ENSMUSG00000107573	protein_coding	Olfr1389
ENSMUSG00000047702	protein_coding	Olfr1388
ENSMUSG00000063386	protein_coding	Olfr1387
ENSMUSG00000108167	protein_coding	Olfr1386
ENSMUSG00000059729	protein_coding	Olfr1385
ENSMUSG00000044170	protein_coding	Olfr1384
ENSMUSG00000107417	protein_coding	Olfr1383
ENSMUSG00000063827	protein_coding	Olfr1382
ENSMUSG00000095187	protein_coding	Olfr1381
ENSMUSG00000107645	protein_coding	Olfr1380
ENSMUSG00000020357	protein_coding	Flt4
ENSMUSG00000064057	protein_coding	Scgb3a1
ENSMUSG00000020362	protein_coding	Cnot6
ENSMUSG00000020363	protein_coding	Gfpt2
ENSMUSG00000020366	protein_coding	Mapk9
ENSMUSG00000020374	protein_coding	Rasgef1c
ENSMUSG00000020376	protein_coding	Rnf130
ENSMUSG00000036644	protein_coding	Tbc1d9b
ENSMUSG00000085192	lncRNA	Gm12195
ENSMUSG00000020381	protein_coding	Mrnip
ENSMUSG00000015837	protein_coding	Sqstm1
ENSMUSG00000036620	protein_coding	Mgat4b
ENSMUSG00000020377	protein_coding	Ltc4s
ENSMUSG00000097887	lncRNA	Gm26542
ENSMUSG00000050567	protein_coding	Maml1
ENSMUSG00000020368	protein_coding	Canx
ENSMUSG00000050087	protein_coding	Cby3
ENSMUSG00000007850	protein_coding	Hnrnph1
ENSMUSG00000020375	protein_coding	Rufy1
ENSMUSG00000085564	lncRNA	Gm12198
ENSMUSG00000036545	protein_coding	Adamts2
ENSMUSG00000087080	lncRNA	Gm12199
ENSMUSG00000085902	lncRNA	Gm12200
ENSMUSG00000044807	protein_coding	Zfp354c
ENSMUSG00000044296	protein_coding	Zfp879
ENSMUSG00000000617	protein_coding	Grm6
ENSMUSG00000086226	lncRNA	Gm12660
ENSMUSG00000048728	protein_coding	Zfp454
ENSMUSG00000049321	protein_coding	Zfp2
ENSMUSG00000020335	protein_coding	Zfp354b
ENSMUSG00000072983	protein_coding	4933414I15Rik
ENSMUSG00000044542	protein_coding	Prop1
ENSMUSG00000050343	protein_coding	Olfr1378
ENSMUSG00000061952	protein_coding	Olfr1377
ENSMUSG00000060918	protein_coding	Olfr51
ENSMUSG00000059397	protein_coding	Olfr54
ENSMUSG00000057890	protein_coding	Olfr1375
ENSMUSG00000020364	protein_coding	Zfp354a
ENSMUSG00000072982	lncRNA	9230009I02Rik
ENSMUSG00000086646	lncRNA	Platr20
ENSMUSG00000061469	protein_coding	Gm12569
ENSMUSG00000045942	protein_coding	BC049762
ENSMUSG00000020385	protein_coding	Clk4
ENSMUSG00000063564	protein_coding	Col23a1
ENSMUSG00000020359	protein_coding	Phykpl
ENSMUSG00000020358	protein_coding	Hnrnpab
ENSMUSG00000001056	protein_coding	Nhp2
ENSMUSG00000001054	protein_coding	Rmnd5b
ENSMUSG00000001053	protein_coding	N4bp3
ENSMUSG00000052563	protein_coding	D930048N14Rik
ENSMUSG00000007777	protein_coding	0610009B22Rik
ENSMUSG00000036391	protein_coding	Sec24a
ENSMUSG00000020386	protein_coding	Sar1b
ENSMUSG00000020387	protein_coding	Jade2
ENSMUSG00000110618	lncRNA	Gm39822
ENSMUSG00000020392	protein_coding	Cdkn2aipnl
ENSMUSG00000020390	protein_coding	Ube2b
ENSMUSG00000086493	lncRNA	Gm12204
ENSMUSG00000020389	protein_coding	Cdkl3
ENSMUSG00000084800	lncRNA	Gm12205
ENSMUSG00000020349	protein_coding	Ppp2ca
ENSMUSG00000062204	protein_coding	Olfr1373
ENSMUSG00000060170	protein_coding	Olfr1371
ENSMUSG00000036309	protein_coding	Skp1a
ENSMUSG00000086920	lncRNA	Gm12207
ENSMUSG00000000782	protein_coding	Tcf7
ENSMUSG00000086395	lncRNA	A630014C17Rik
ENSMUSG00000020402	protein_coding	Vdac1
ENSMUSG00000036275	protein_coding	9530068E07Rik
ENSMUSG00000036264	protein_coding	Fstl4
ENSMUSG00000087668	lncRNA	Gm11186
ENSMUSG00000020361	protein_coding	Hspa4
ENSMUSG00000018239	protein_coding	Zcchc10
ENSMUSG00000049470	protein_coding	Aff4
ENSMUSG00000036216	protein_coding	Leap2
ENSMUSG00000044894	protein_coding	Uqcrq
ENSMUSG00000018238	protein_coding	Gdf9
ENSMUSG00000072963	lncRNA	Gm10447
ENSMUSG00000018387	protein_coding	Shroom1
ENSMUSG00000085707	lncRNA	Gm12212
ENSMUSG00000044352	protein_coding	Sowaha
ENSMUSG00000018398	protein_coding	Sept8
ENSMUSG00000086851	lncRNA	A430108G06Rik
ENSMUSG00000018395	protein_coding	Kif3a
ENSMUSG00000000869	protein_coding	Il4
ENSMUSG00000020383	protein_coding	Il13
ENSMUSG00000020380	protein_coding	Rad50
ENSMUSG00000036117	protein_coding	Il5
